ID,Mot_Vedette,Prononciation,Catégorie_Grammaticale,Classe_Nominale,Sens_ID,Définition,Traduction_Française,Catégorie_Grammaticale_Traduction_Française_Mot_Vedette,Phrase_Illustration,Traduction_Française_Phrase_Illustration
tanqal1,tanqal,tɐŋqɐl,waxe-jëfin,,tanqal1_1,,"casser les oreilles à quelqu'un, embêter",verbe,,
tanqamlu1,tanqamlu,tɐŋqɐmlu,waxe-jëfin,,tanqamlu1_1,,faire la sourde oreille,verbe,,
tapp1,tapp,tɐpʰ,waxe-jëfin,,tapp1_1,,fixer,verbe,,
tàpp1,tàpp,,,,tàpp1_1,,chastrer,,,
tappale1,tappale,tɐp:ɐlɛ,waxe-jëfin,,tappale1_1,,"faire le malin, simuler",verbe,,
tappaloo1,tappaloo,tɐp:ɐlɔ:,waxe-nekkin,,tappaloo1_1,,être accolés,verbe,,
tàppe1,tàppe,tap:ɛ,waxe-jëfin,,tàppe1_1,,unir,verbe,,
taq1,taq,tɐq,waxe-nekkin,,taq1_1,,être sale,verbe,,
taqaajoo1,taqaajoo,tɐqɐɟɔ:,waxe-jëfin,,taqaajoo1_1,,se marrer,verbe,,
taqal1,taqal,tɐqɐl,waxe-jëfin,,taqal1_1,,salir,verbe,,
taqale1,taqale,tɐqɐlɛ,waxe-jëfin,,taqale1_1,,relier,verbe,,
taqaloo1,taqaloo,tɐqɐlɔ:,waxe-nekkin,,taqaloo1_1,,être accolés,verbe,,
tar1,tar,tɐr,waxe-nekkin,,tar1_1,,être intense,verbe,,
tar1,tar,tɐr,turu bokkaale,b-,tar1_1,,tas d'arachides,nom,,
taraxlaay1,taraxlaay,tɐrɐxlɐ:y,turu bokkaale,l-,taraxlaay1_1,,cache-sexe,nom,,
taraxlaayu1,taraxlaayu,tɐrɐxlɐ:yu,waxe-nekkin,,taraxlaayu1_1,,se mettre un pagne autour de la taille,verbe,,
tarbiyu1,tarbiyu,tɐrbiyu,waxe-jëfin,,tarbiyu1_1,,courtiser un marabout,verbe,,
tarde1,tarde,tɐrdɛ,waxe-nekkin,,tarde1_1,,être en retard,verbe,,
taret1,taret,tɐrɛt,turu bokkaale,b-,taret1_1,,varan,nom,,
tari1,tari,tɐri,waxe-jëfin,,tari1_1,,réciter,verbe,,
tarjimaan1,tarjimaan,tɐrɟimɐ:n,turu bokkaale,j-,tarjimaan1_1,,avant-propos,nom,,
tarka1,tarka,tɐrkɐ,turu bokkaale,g-,tarka1_1,,garniture de tête de cheval,nom,,
tar-tar1,tar-tar,tɐrtɐr,turu bokkaale,y-,tar-tar1_1,,difficultés,nom,,
tarxiis1,tarxiis,tɐrxi:s,waxe-jëfin,,tarxiis1_1,,glisser,verbe,,
tasaare1,tasaare,tɐsɐ:rɛ,waxe-jëfin,,tasaare1_1,,disperser,verbe,,
tasaaroo1,tasaaroo,tɐsɐ:rɔ:,waxe-nekkin,,tasaaroo1_1,,"être dispersés, se disperser",verbe,,
tasab1,tasab,,,,tasab1_1,,égrenner,verbe,,
tase1,tase,tɐsɛ,waxe-jëfin,,tase1_1,,se rencontrer,verbe,,
tata1,tata,tɐtɐ,turu bokkaale,b-,tata1_1,,muraille,nom,,
taw1,taw,tɐw,waxe-jëfin,,taw1_1,,pleuvoir,verbe,,
taw1,taw,tɐw,turu bokkaale,b-,taw1_1,,pluie,nom,,
tawat1,tawat,tɐwɐt,waxe-jëfin,,tawat1_1,,se piaindre,verbe,,
tawat1,tawat,tɐwɐt,turu bokkaale,y-,tawat1_1,,doléance,nom,,
tawféex1,tawféex,tɐwte:x,turu bokkaale,j-,tawféex1_1,,grâce divine,nom,,
tawreet1,tawreet,tɐwrɛ:t,turu bopp,b-,tawreet1_1,,ancien testament,nom,,
tawte1,tawte,tɐwtɛ,waxe-nekkin,,tawte1_1,,être trempé par la pluie,verbe,,
tàwwi1,tàwwi,taw:i,waxe-jëfin,,tàwwi1_1,,étirer,verbe,,
tàwwiku1,tàwwiku,taw:iku,waxe-nekkin,,tàwwiku1_1,,être élargi,verbe,,
tax1,tax,tɐx,waxe-jëfin,,tax1_1,,être la cause de,verbe,,
tax1,tax,tɐx,turu bokkaale,b-,tax1_1,,courge calebasse,nom,,
taxan1,taxan,tɐxɐn,waxe-jëfin,,taxan1_1,,chercher du bois mort,verbe,,
taxañ1,taxañ,tɐxɐɲ,waxe-jëfin,,taxañ1_1,,plier sans soin,verbe,,
taxañ1,taxañ,tɐxɐɲ,turu bokkaale,b-,taxañ1_1,,cornet,nom,,
taxaw1,taxaw,tɐxɐw,waxe-nekkin,,taxaw1_1,,"être debout, s'arrêter",verbe,,
taxawaalu1,taxawaalu,tɐxɐwɐ:lu,waxe-jëfin,,taxawaalu1_1,,"vagabonder, errer",verbe,,
taxawaay1,taxawaay,tɐxɐwɐ:y,turu bokkaale,b-,taxawaay1_1,,"présence, stature",nom,,
taxawal1,taxawal,tɐxɐwɐl,waxe-jëfin,,taxawal1_1,,"mettre debout, arrêter",verbe,,
taxawu1,taxawu,tɐxɐwu,waxe-jëfin,,taxawu1_1,,assister,verbe,,
tay1,tay,tɐy,waxe-jëfin,,tay1_1,,cuire à la vapeur,verbe,,
tay1,tay,tɐy,waxe-jëfin,,tay1_1,,coller,verbe,,
tay1,tay,tɐy,turu bokkaale,b-,tay1_1,,le fait de cuire à la vapeur,nom,,
taybaas1,taybaas,tɐybɐ:s,turu bokkaale,b-,taybaas1_1,,corsage ajusté à la taille,nom,,
tayle1,tayle,tɐylɛ,waxe-jëfin,,tayle1_1,,hyothéquer,verbe,,
të1,të,tə,waxe-nekkin,,të1_1,,être têtu,adjectif,,
tëb1,tëb,təb,waxe-jëfin,,tëb1_1,,sauter,verbe,,
tëbu1,tëbu,təbu,waxe-nekkin,,tëbu1_1,,être fécondé,nom,,
tëcc1,tëcc,təcʰ,waxe-jëfin,,tëcc1_1,,écraser,verbe,,
tëccu1,tëccu,təc:u,waxe-nekkin,,tëccu1_1,,être contusionné,verbe,,
tedd1,tedd,tɛd:ᵊ,waxe-nekkin,,tedd1_1,,"être honorable, être à l'abri du besoin",verbe,,
tëdd1,tëdd,təd:ᵊ,waxe-nekkin,,tëdd1_1,,"se coucher, être couché",verbe,,
teddi1,teddi,tɛd:i,waxe-jëfin,,teddi1_1,,"démarrer, prendre le large(pirogue)",verbe,,
tee1,tee,tɛ:,waxe-jëfin,,tee1_1,,empêcher,verbe,,
téegal1,téegal,te:gɐl,waxe-jëfin,,téegal1_1,,circoncire,verbe,,
teel1,teel,tɛ:l,waxe-nekkin,,teel1_1,,être tôt,verbe,,
teen1,teen,tɛ:n,turu bokkaale,b-,teen1_1,,puits,nom,,
teeñ1,teeñ,tɛ:ɲ,turu bokkaale,w-,teeñ1_1,,pou,nom,,
teeñ1,teeñ,tɛ:ɲ,waxe-jëfin,,teeñ1_1,,enlever les poux,verbe,,
téen1,téen,te:n,waxe-jëfin,,téen1_1,,regarder en haut,verbe,,
teeŋ1,teeŋ,tɛ:ŋ,waxe-nekkin,,teeŋ1_1,,être tendu(chose),verbe,,
teer1,teer,tɛ:r,waxe-jëfin,,teer1_1,,"s'arrêter, accoster",verbe,,
teeraas1,teeraas,tɛ:rɐ:s,turu bokkaale,b-,teeraas1_1,,terrasse,nom,,
téere1,téere,,,b-,téere1_1,,gris-gris,nom,,
teertu1,teertu,tɛ:rtu,waxe-jëfin,,teertu1_1,,acceuillir,verbe,,
teeru1,teeru,tɛ:ru,turu bokkaale,b-,teeru1_1,,acceuil,nom,,
teeru1,teeru,tɛ:ru,waxe-jëfin,,teeru1_1,,acceuillir,verbe,,
teet1,teet,tɛ:t,turu bokkaale,b-,teet1_1,,embago,nom,,
teew1,teew,tɛ:w,waxe-nekkin,,teew1_1,,être présent,verbe,,
teewaay1,teewaay,tɛ:wɐ:y,turu bokkaale,b-,teewaay1_1,,présence,nom,,
teewe1,teewe,tɛ:wɛ,waxe-jëfin,,teewe1_1,,assister,verbe,,
teewlu1,teewlu,tɛ:wlu,waxe-jëfin,,teewlu1_1,,écouter attentivement,verbe,,
teey1,teey,tɛ:y,waxe-nekkin,,teey1_1,,être attentif,verbe,,
teeyal1,teeyal,tɛ:yɐl,waxe-jëfin,,teeyal1_1,,décanter,verbe,,
tefes1,tefes,tɛfɛs,turu bokkaale,g-,tefes1_1,,"plage, rive",nom,,
tefesu1,tefesu,tɛfɛsu,waxe-jëfin,,tefesu1_1,,longer la mer,verbe,,
tëfli1,tëfli,təfli,waxe-jëfin,,tëfli1_1,,cracher,verbe,,
tëf-tef1,tëf-tef,təftəf,turu bokkaale,g-,tëf-tef1_1,,motocyclette,nom,,
teg1,teg,tɛg,waxe-jëfin,,teg1_1,,"poser, déposer",verbe,,
teg1,teg,tɛg,turu bokkaale,g-,teg1_1,,coussin entre la charrue et l'animal,nom,,
tëgal1,tëgal,təgɐl,waxe-jëfin,,tëgal1_1,,faire sauter un bébé sur les genoux,verbe,,
tegale1,tegale,tɛgɐlɛ,waxe-jëfin,,tegale1_1,,superposer,verbe,,
tegaloo1,tegaloo,tɛgɐlɔ:,waxe-nekkin,,tegaloo1_1,,"être superposer, se superposer",verbe,,
tege1,tege,tɛgɛ,waxe-nekkin,,tege1_1,,être poser,verbe,,
tege1,tege,tɛgɛ,turu bokkaale,b-,tege1_1,,objet déposé et abandonné,nom,,
tégét1,tégét,teget,turu bokkaale,g-,tégét1_1,,étagière,nom,,
tëgg1,tëgg,têg:,turu bokkaale,b-,tëgg1_1,,forgeron,nom,,
tëgg1,tëgg,təg:,waxe-jëfin,,tëgg1_1,,forger,verbe,,
tëgg1,tëgg,təg:,waxe-nekkin,,tëgg1_1,,battre le tam-tam,verbe,,
tëgge1,tëgge,təg:ɛ,waxe-jëfin,,tëgge1_1,,inciter à la bagarre,verbe,,
teggi1,teggi,tɛg:i,waxe-jëfin,,teggi1_1,,prendre une déviation,verbe,,
teggi1,teggi,tɛg:i,turu bokkaale,w-,teggi1_1,,déviation,nom,,
teggiku1,teggiku,tɛg:iku,waxe-nekkin,,teggiku1_1,,"s'enlever, se détacher",verbe,,
teggin1,teggin,tɛg:in,turu bokkaale,y-,teggin1_1,,courtoisie,nom,,
tëggkat1,tëggkat,təg:kɐt,turu bokkaale,b-,tëggkat1_1,,batteur,nom,,
tegle1,tegle,tɛglɛ,waxe-jëfin,,tegle1_1,,superposer,verbe,,
tegle1,tegle,tɛglɛ,turu bokkaale,b-,tegle1_1,,superposition,nom,,
tegoo1,tegoo,tɛgɔ:,waxe-jëfin,,tegoo1_1,,"endosser, supporter",verbe,,
tegtal1,tegtal,tɛgtɐl,waxe-jëfin,,tegtal1_1,,indiquer,verbe,,
tegtal1,tegtal,tɛgtɐl,turu bokkaale,b-,tegtal1_1,,indication,nom,,
tëj1,tëj,təɟ,waxe-jëfin,,tëj1_1,,fermer,verbe,,
tëkku1,tëkku,tək:u,waxe-jëfin,,tëkku1_1,,menacer,verbe,,
télbati1,télbati,telbɐti,waxe-nekkin,,télbati1_1,,"perdre la raison, devenir fou",verbe,,
tele1,tele,tɛlɛ,turu bokkaale,b-,tele1_1,,télévision,nom,,
telesu1,telesu,tɛlɛsu,waxe-jëfin,,telesu1_1,,rebondir,verbe,,
tell1,tell,tɛl:,waxe-nekkin,,tell1_1,,"être plat, peu profond",adjectif,,
tëlliisu1,tëlliisu,təl:i:su,waxe-nekkin,,tëlliisu1_1,,être élastique,verbe,,
tëlsi1,tëlsi,təlsi,turu bokkaale,j-,tëlsi1_1,,sucre en pain,nom,,
tëmb1,tëmb,təmb,waxe-jëfin,,tëmb1_1,,flotter,verbe,,
tëmbal1,tëmbal,təmbɐl,turu bokkaale,b-,tëmbal1_1,,bouée,nom,,
tëmbal1,tëmbal,təmbal,waxe-jëfin,,tëmbal1_1,,introduire,verbe,,
temp1,temp,tɛmpʰ,waxe-jëfin,,temp1_1,,marcher lentement,verbe,,
tendeefal1,tendeefal,tɛndɛ:fɐl,waxe-jëfin,,tendeefal1_1,,marcher lentement,verbe,,
tene1,tene,tɛnɛ,turu bokkaale,g-,tene1_1,,guépard,nom,,
tëng1,tëng,təŋg,turu bokkaale,b-,tëng1_1,,jeune brebis,nom,,
tengaade1,tengaade,tɛŋɐ:dɛ,turu bokkaale,b-,tengaade1_1,,chapeau,nom,,
ténj1,ténj,teɲɟ,waxe-jëfin,,ténj1_1,,porter le deuil,verbe,,
ténj1,ténj,teɲɟ,turu bokkaale,g-,ténj1_1,,deuil,nom,,
tënk1,tënk,təŋk,waxe-jëfin,,tënk1_1,,entraver,verbe,,
tënk1,tënk,təŋk,turu bokkaale,,tënk1_1,,entrave,nom,,
tenkoñ1,tenkoñ,tɛŋkɔɲ,waxe-nekkin,,tenkoñ1_1,,être pondéré,verbe,,
tenq1,tenq,tɛŋq,turu bokkaale,l-,tenq1_1,,paume,nom,,
ténq1,ténq,téŋq,turu bokkaale,l-,ténq1_1,,paume,nom,,
tenqi1,tenqi,tɛŋqi,waxe-jëfin,,tenqi1_1,,dépecer,verbe,,
tenqo1,tenqo,tɛŋqɔ,turu bokkaale,y-,tenqo1_1,,articulations,nom,,
teŋ-teŋ1,teŋ-teŋ,tɛŋtɛŋ,turu bokkaale,g-,teŋ-teŋ1_1,,vannier,nom,,
tépparle1,tépparle,tép:ɐrlɛ,waxe-jëfin,,tépparle1_1,,continuer,verbe,,
teppi1,teppi,tɛp:i,waxe-jëfin,,teppi1_1,,"décoller, détacher",verbe,,
teppiku1,teppiku,tɛp:iku,waxe-nekkin,,teppiku1_1,,être décousu,verbe,,
tepp-tepp1,tepp-tepp,tɛpʰtɛpʰ,turu bokkaale,y-,tepp-tepp1_1,,"flaques d'eau, traces",nom,,
téq1,téq,teq,waxe-jëfin,,téq1_1,,faucher la jambe à quelqu'un,verbe,,
teqale1,teqale,tɛqɐlɛ,waxe-jëfin,,teqale1_1,,séparer,verbe,,
teqamtal1,teqamtal,tɛqɐmtɐl,waxe-jëfin,,teqamtal1_1,,"sérier, trier",verbe,,
téq-téq1,téq-téq,teqʰteqʰ,turu bokkaale,y-,téq-téq1_1,,"empêchement, obstacle",nom,,
tër1,tër,tər,turu bokkaale,b-,tër1_1,,crasse,nom,,
tër1,tër,tər,waxe-jëfin,,tër1_1,,terrasser,verbe,,
teraanga1,teraanga,tɛrɐ:ŋgɐ,turu bokkaale,j-,teraanga1_1,,hospitalité,nom,,
tëraay1,tëraay,tərɐ:l,turu bokkaale,b-,tëraay1_1,,position couché,nom,,
teral1,teral,tɛrɐl,waxe-jëfin,,teral1_1,,honorer,verbe,,
tëral1,tëral,tərɐl,waxe-jëfin,,tëral1_1,,coucher,verbe,,
terambi1,terambi,tɛrɐmbi,waxe-jëfin,,terambi1_1,,parler sans arrêt,verbe,,
tere1,tere,tɛrɛ,waxe-jëfin,,tere1_1,,"interdire, prohiber",verbe,,
tereet1,tereet,tɛrɛ:t,turu bokkaale,b-,tereet1_1,,traite,nom,,
tërëf1,tërëf,tərəf,waxe-jëfin,,tërëf1_1,,trébucher,nom,,
tërëx1,tërëx,tərəx,turu bokkaale,b-,tërëx1_1,,flamant rose,nom,,
teri1,teri,tɛri,waxe-jëfin,,teri1_1,,couper sans se servir d'u objet,verbe,,
tëri1,tëri,təri,waxe-jëfin,,tëri1_1,,aller se coucher,verbe,,
tërin1,tërin,tərin,turu bokkaale,w-,tërin1_1,,manière de se coucher,nom,,
teru1,teru,tɛru,waxe-jëfin,,teru1_1,,débuter(cycle lunaire),verbe,,
téstën1,téstën,testən,turu bokkaale,w-,téstën1_1,,talon,nom,,
tés-tés1,tés-tés,testes,turu bokkaale,y-,tés-tés1_1,,"difficulté, problème",nom,,
tette1,tette,tɛt:ɛ,waxe-jëfin,,tette1_1,,aider le bébé à marcher,verbe,,
tëx1,tëx,təx,waxe-nekkin,,tëx1_1,,être sourd,verbe,,
tëx1,tëx,təx,turu bokkaale,b-,tëx1_1,,personne sourde,nom,,
tëx1,tëx,təx,turu bokkaale,g-,tëx1_1,,surdité,nom,,
texe1,texe,tɛxɛ,waxe-jëfin,,texe1_1,,avoir la félicité,verbe,,
texeedi1,texeedi,tɛxɛ:di,waxe-nekkin,,texeedi1_1,,ne pas être dans la miséricorde,verbe,,
téxét1,téxét,texet,waxe-nekkin,,téxét1_1,,être insouciant,adjectif,,
tey1,tey,tɛy,turu bokkaale,j-,tey1_1,,aujourd'hui,adverbe,,
téye1,téye,teyɛ,waxe-jëfin,,téye1_1,,"tenir, retenir",verbe,,
tib1,tib,tib,turu bokkaale,b-,tib1_1,,poignée,nom,,
tibb1,tibb,tibᵊ,waxe-jëfin,,tibb1_1,,prendre une poignée,verbe,,
tibbaate1,tibbaate,tib:ɐ:tɛ,waxe-jëfin,,tibbaate1_1,,répartir le repas,verbe,,
tif1,tif,tif,turu bokkaale,j-,tif1_1,,rhumatisme,nom,,
tifli1,tifli,tifli,waxe-jëfin,,tifli1_1,,cracher,verbe,,
tiflit1,tiflit,tiflit,turu bokkaale,y-,tiflit1_1,,crachat,nom,,
tigadege1,tigadege,tigɐdɛgɛ,turu bokkaale,g-,tigadege1_1,,pâtte d'arachides grillées,nom,,
tiijaan1,tiijaan,ti:ɟɐ:n,turu bokkaale,b-,tiijaan1_1,,adepte de la confrérie Tijaanyya,nom,,
tiiñal1,tiiñal,ti:ɲɐl,waxe-jëfin,,tiiñal1_1,,démentir,verbe,,
tiir1,tiir,ti:r,turu bokkaale,j-,tiir1_1,,huile de palme,nom,,
tiir1,tiir,ti:r,turu bokkaale,g-,tiir1_1,,palmier à huile,nom,,
tiis1,tiis,ti:s,turu bokkaale,w-,tiis1_1,,"peine, douleur",nom,,
tiisoo1,tiisoo,ti:sɔ:,waxe-jëfin,,tiisoo1_1,,avoir pour souci,verbe,,
tiisu1,tiisu,ti:su,waxe-jëfin,,tiisu1_1,,vomir,verbe,,
tiit1,tiit,ti:t,waxe-nekkin,,tiit1_1,,être effrayer,verbe,,
tiitaange1,tiitaange,ti:tɐ:ŋgɛ,turu bokkaale,g-,tiitaange1_1,,peur,nom,,
tiitar1,tiitar,ti:tɐr,turu bokkaale,b-,tiitar1_1,,vanité,nom,,
tiitaru1,tiitaru,ti:tɐru,waxe-jëfin,,tiitaru1_1,,se vanter,verbe,,
tijji1,tijji,tiɟ:i,waxe-jëfin,,tijji1_1,,ouvrir,verbe,,
tikk1,tikk,tikᵊ,waxe-nekkin,,tikk1_1,,être bassané,verbe,,
tikkar1,tikkar,tik:ɐr,turu bokkaale,g-,tikkar1_1,,os du sacrum,nom,,
tilim1,tilim,tilim,waxe-nekkin,,tilim1_1,,être sale,verbe,,
tilim1,tilim,tilim,turu bokkaale,j-,tilim1_1,,saleté,nom,,
tilimal1,tilimal,tilimɐl,waxe-jëfin,,tilimal1_1,,salir,verbe,,
till1,till,til:,turu bokkaale,g-,till1_1,,chacal,nom,,
timbi1,timbi,timbi,waxe-jëfin,,timbi1_1,,émerger de l'eau,verbe,,
timis1,timis,timis,turu bokkaale,j-,timis1_1,,"crépuscule, prière du crépuscule",nom,,
tin1,tin,tin,waxe-jëfin,,tin1_1,,céder à une requête,verbe,,
tiñ1,tiñ,tiɲ,turu bokkaale,j-,tiñ1_1,,variété de sorgho,nom,,
tipp1,tipp,tipᵊ,waxe-jëfin,,tipp1_1,,porter son choix sur,verbe,,
tippante1,tippante,tip:ɐntɛ,waxe-nekkin,,tippante1_1,,être tacheté,verbe,,
tipp-tipp1,tipp-tipp,tipᵊtipᵊ,turu bokkaale,y-,tipp-tipp1_1,,tache,nom,,
tis1,tis,tis,waxe-jëfin,,tis1_1,,éclabousser,verbe,,
tisati1,tisati,tisɐti,waxe-nekkin,,tisati1_1,,être atteint de rougeole,verbe,,
tisbaar1,tisbaar,tisbɐ:r,turu bokkaale,j-,tisbaar1_1,,prière de l'après midi,nom,,
tisióoli1,tisióoli,tisyoli,waxe-jëfin,,tisióoli1_1,,éternuer,verbe,,
tisli1,tisli,tisli,waxe-jëfin,,tisli1_1,,éternuer,verbe,,
tobb1,tobb,tɔbᵊ,turu bokkaale,g-,tobb1_1,,liane,nom,,
tobbi1,tobbi,tɔb:i,waxe-jëfin,,tobbi1_1,,faire un trou pour y semer quelque chose,verbe,,
toccami1,toccami,tɔc:ɐmi,waxe-jëfin,,toccami1_1,,enduire de crème,verbe,,
toccamiku1,toccamiku,tɔc:ɐmiku,waxe-jëfin,,toccamiku1_1,,s'enduire de crème,verbe,,
tof1,tof,tɔf,turu bokkaale,m-,tof1_1,,"suite, rang",nom,,
tofal1,tofal,tɔfɐl,waxe-jëfin,,tofal1_1,,faire suivre,verbe,,
tofo1,tofo,tɔfɔ,turu bokkaale,m-,tofo1_1,,puîné immédiat,nom,,
toftal1,toftal,tɔftɐl,waxe-jëfin,,toftal1_1,,faire suivre,verbe,,
togg1,togg,tɔgᵊ,waxe-jëfin,,togg1_1,,cuisiner,verbe,,
togg1,togg,tɔgᵊ,turu bokkaale,g-,togg1_1,,repas,nom,,
togg1,togg,tɔgᵊ,waxe-jëfin,,togg1_1,,supporter quelqu'un à cheval,verbe,,
toggoo1,toggoo,tɔg:ɔ:,waxe-jëfin,,toggoo1_1,,montrer ensemble à cheval,verbe,,
toj1,toj,tɔɟ,waxe-jëfin,,toj1_1,,traquer des renards,verbe,,
toj1,toj,tɔɟ,waxe-jëfin,,toj1_1,,"casser, éclore",verbe,,
tojal1,tojal,tɔɟɐl,waxe-jëfin,,tojal1_1,,souiller ses langes,verbe,,
tojal1,tojal,tɔɟɐl,turu bokkaale,y-,tojal1_1,,excréments,nom,,
toje1,toje,tɔɟɛ,waxe-jëfin,,toje1_1,,"voler, dérober",verbe,,
tojit1,tojit,tɔɟit,turu bokkaale,w-,tojit1_1,,"débris, fracas",nom,,
tojle1,tojle,tɔɟlɛ,waxe-nekkin,,tojle1_1,,être en déconfiture,verbe,,
toj-toj1,toj-toj,tɔɟtɔɟ,turu bokkaale,,toj-toj1_1,,scandale,nom,,
tokkoo1,tokkoo,tɔk:ɔ:,turu bokkaale,b-,tokkoo1_1,,bejamin des circoncis,nom,,
tol1,tol,tɔl,turu bokkaale,g-,tol1_1,,liane à caoutchouc du Sénégal(Landolphia heudelotti),nom,,
tollale1,tollale,tɔl:ɐlɛ,waxe-jëfin,,tollale1_1,,comparer,verbe,,
tóllanti1,tóllanti,tol:ɐnti,waxe-jëfin,,tóllanti1_1,,répéter,verbe,,
tolloo1,tolloo,tɔl:ɔ:,waxe-nekkin,,tolloo1_1,,avoir la même taille que,verbe,,
tollu1,tollu,tɔl:u,waxe-nekkin,,tollu1_1,,"arriver au niveau de, équivaloir",verbe,,
tomb1,tomb,tɔmb,turu bokkaale,b-,tomb1_1,,point,nom,,
tomb1,tomb,tɔmb,waxe-jëfin,,tomb1_1,,mettre des points sur des lettres,verbe,,
tombe1,tombe,tɔmbɛ,waxe-jëfin,,tombe1_1,,coincider,verbe,,
tond1,tond,tɔnd,waxe-nekkin,,tond1_1,,être peu profond,verbe,,
tondoxo1,tondoxo,tɔndɔxɔ,turu bokkaale,b-,tondoxo1_1,,lombric,nom,,
tonet1,tonet,tɔnɛt,waxe-jëfin,,tonet1_1,,répliquer soudainement,verbe,,
tongoo1,tongoo,tɔŋgɔ:,waxe-jëfin,,tongoo1_1,,être en bisbille,verbe,,
tongu1,tongu,tɔŋgu,waxe-jëfin,,tongu1_1,,"garder ranceur à, battre froid à quelqu'un",verbe,,
tonk1,tonk,tɔŋk,waxe-nekkin,,tonk1_1,,être dépaysé,verbe,,
tonni1,tonni,tɔn:i,waxe-jëfin,,tonni1_1,,ramasser,verbe,,
tono1,tono,tɔnɔ,turu bokkaale,l-,tono1_1,,"bénéfice, profit",nom,,
tonqi1,tonqi,tɔŋqi,waxe-jëfin,,tonqi1_1,,"se désidrater, perdre les eaux",verbe,,
tontu1,tontu,tɔntu,waxe-jëfin,,tontu1_1,,"répliquer, répondre",verbe,,
tontu1,tontu,tɔntu,turu bokkaale,l-,tontu1_1,,"réponse, réplique",nom,,
tonu1,tonu,tɔnu,waxe-nekkin,,tonu1_1,,"avoir un bénéfice, gagner",verbe,,
toŋ1,toŋ,tɔŋ,waxe-jëfin,,toŋ1_1,,se percher,verbe,,
toŋal1,toŋal,tɔŋɐl,waxe-jëfin,,toŋal1_1,,persécuter,verbe,,
toŋ-toŋ1,toŋ-toŋ,tɔŋtɔŋ,waxe-jëfin,,toŋ-toŋ1_1,,se partager de un animal,verbe,,
toŋ-toŋ1,toŋ-toŋ,tɔŋtɔŋ,turu bokkaale,l-,toŋ-toŋ1_1,,partage d'animal,nom,,
tooba1,tooba,tɔ:bɐ,turu bokkaale,g-,tooba1_1,,petit trou pour une semence,nom,,
toog1,toog,tɔ:g,waxe-jëfin,,toog1_1,,s'asseoir,verbe,,
toogaanu1,toogaanu,tɔ:gɐ:nu,turu bokkaale,b-,toogaanu1_1,,siting,nom,,
toogaay1,toogaay,tɔ:gɐ:y,turu bokkaale,b-,toogaay1_1,,position assise,nom,,
toogin1,toogin,tɔ:gin,turu bokkaale,w-,toogin1_1,,manière de s'asseoir,nom,,
toogu1,toogu,tɔ:gu,turu bokkaale,g-,toogu1_1,,banc,nom,,
tóoj1,tóoj,to:j,waxe-jëfin,,tóoj1_1,,poser sur un socle,verbe,,
tóoj1,tóoj,to:ɟ,turu bokkaale,g-,tóoj1_1,,support,nom,,
tooke1,tooke,tɔ:kɛ,turu bokkaale,j-,tooke1_1,,poison,nom,,
tooke1,tooke,tɔ:kɛ,waxe-jëfin,,tooke1_1,,empoisonner,verbe,,
tóokër1,tóokër,to:kər,turu bokkaale,b-,tóokër1_1,,champ situé dans la concession,nom,,
tool1,tool,tɔ:l,turu bokkaale,b-,tool1_1,,champ,nom,,
tóol1,tóol,to:l,waxe-nekkin,,tóol1_1,,être impair,verbe,,
toole1,toole,tɔ:lɛ,turu bokkaale,b-,toole1_1,,"maître de séance, griot, bouffon",nom,,
tooñ1,tooñ,tɔ:ɲ,waxe-jëfin,,tooñ1_1,,offenser,verbe,,
toor-toor1,toor-toor,tɔ:rtɔ:r,turu bokkaale,m-,toor-toor1_1,,aigrette pique boeuf,nom,,
tóor-tóor1,tóor-tóor,to:rto:r,waxe-jëfin,,tóor-tóor1_1,,fleurir,verbe,,
tóor-tóor1,tóor-tóor,to:rto:r,turu bokkaale,l-,tóor-tóor1_1,,fleur,nom,,
tóox1,tóox,to:x,waxe-nekkin,,tóox1_1,,être saturé,verbe,,
tooy1,tooy,tɔ:y,turu bokkaale,j-,tooy1_1,,poudre pour guérir les courbatures,nom,,
tóoy1,tóoy,to:y,waxe-nekkin,,tóoy1_1,,être mou de caractère,verbe,,
tooyal1,tooyal,tɔ:yɐl,waxe-jëfin,,tooyal1_1,,mouiller,verbe,,
topp1,topp,tɔpᵊ,waxe-jëfin,,topp1_1,,suivre,verbe,,
toppale1,toppale,tɔp:ɐlɛ,waxe-jëfin,,toppale1_1,,déplacer,verbe,,
toppandoo1,toppandoo,tɔp:ɐndɔ:,waxe-jëfin,,toppandoo1_1,,imiter,verbe,,
toppante1,toppante,tɔp:ɐntɛ,waxe-jëfin,,toppante1_1,,se suivre,verbe,,
toppatoo1,toppatoo,tɔp:ɐtɔ:,waxe-jëfin,,toppatoo1_1,,prendre soin,verbe,,
toppatoo1,toppatoo,tɔp:ɐtɔ:,turu bokkaale,g-,toppatoo1_1,,entretien,nom,,
toppoo1,toppoo,tɔp:ɔ:,waxe-jëfin,,toppoo1_1,,faire sans cesse,verbe,,
toq1,toq,tɔq,turu bokkaale,g-,toq1_1,,calao,nom,,
toq1,toq,tɔq,waxe-jëfin,,toq1_1,,couler goutte à goutte,verbe,,
toq1,toq,tɔq,turu bokkaale,b-,toq1_1,,goutte,nom,,
toqan1,toqan,tɔqɐn,turu bokkaale,b-,toqan1_1,,filtre,nom,,
